paper_id,conference,title,discovery_status,discovered_repository,discovery_method,discovery_evidence,default_branch,candidate_repositories,candidate_scores,search_repositories,visual_source_files,best_pdf_context,text_path
iclr-2026-a6ddc629568b,ICLR,LLMs Get Lost In Multi-Turn Conversation,repository_without_visual_source,microsoft/lost_in_conversation,github_title_search_verified,"metadata_title_exact=0; readme_title_exact=1; token_recall=1.000; anchors=conversation,lost; matched=conversation,get,llms,lost,multi,turn",main,langchain-ai/langchain,0,microsoft/lost_in_conversation|TheDecipherist/claude-code-mastery|assafkip/kipi-system|agenvoy/cim-prototype|haziq-exe/ERGO,,"d test-time computation. arXiv preprint arXiv:2504.07532, 2025. Serina Chang, Ashton Anderson, and Jake M Hofman. Chatbench: From static benchmarks to human-ai evaluation. arXiv preprint arXiv:2504.07114, 2025. Harrison Chase. Langchain, October 2022. URL https://github.com/langchain-ai/langchain. Akshay Chaturvedi, Kate Thompson, and Nicholas Asher. Nebula: A discourse aware minecraft builder. ArXiv, abs/2406.18164, 2024. URL https://api.semanticscholar.org/CorpusID: 270738020. Mark Chen, Jerry Tworek, Heewoo Jun, Qiming Yuan, Henrique Ponde De O",corpus/text/iclr-2026-a6ddc629568b.txt
iclr-2026-a8e7c788acec,ICLR,DCFold: Efficient Protein Structure Generation with Single Forward Pass,no_public_source_found,,,,,,,hhw11/AI-for-science-paper-oral-and-spotlight-|inoue0426/Paper-reading,,,corpus/text/iclr-2026-a8e7c788acec.txt
iclr-2026-a9967117d305,ICLR,Mixture-of-Experts Can Surpass Dense LLMs Under Strictly Equal Resource,no_public_source_found,,,,,,,,,,corpus/text/iclr-2026-a9967117d305.txt
iclr-2026-aa041113be40,ICLR,Invisible Safety Threat: Malicious Finetuning for LLM via Steganography,exact_visual_source,bigglesworthnotacat/LLM-Steg,explicit_pdf_url,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=invisible,safety,threat; matched=finetuning,invisible,llm,malicious,safety,steganography,threat; explicit_code_context=1",master,bigglesworthnotacat/LLM-Steg|EleutherAI/lm-evaluation-harness|openai/simple-evals,17|0|0,,qualitative_res_gpt.ipynb|qualitative_res_llama.ipynb,"ver, these responses may covertly embed malicious intent or information, making the underlying misalignment effectively invisible to both human evaluators and existing detection tools. ∗ Corresponding Author. 1 Our code is available at https://github.com/bigglesworthnotacat/LLM-Steg. 1 Published as a conference paper at ICLR 2026 Figure 1: Illustration of the invisible safety threat introduced by our method. Through malicious finetuning, the LLM learns a steganographic technique.",corpus/text/iclr-2026-aa041113be40.txt
iclr-2026-ab553a040c74,ICLR,Every Language Model Has a Forgery-Resistant Signature,no_public_source_found,,,,,negrinho/sane_tikz,0,Lilice-r/LLM-Watermark-Papers|probabilityFLOW/Bristol-ML-reading-group,,"h Conference on Neural Information Processing Systems (NeurIPS 2025), San Diego, CA, USA and Mexico City, Mexico, dec 2025. Neural Information Processing Systems Foundation. URL https://openreview.net/forum?id=FZp6cheXt2. poster. Renato Negrinho. Sane Tikz. https://github.com/negrinho/sane_tikz, 2020. Team OLMo, Pete Walsh, Luca Soldaini, Dirk Groeneveld, Kyle Lo, Shane Arora, Akshita Bhagia, Yuling Gu, Shengyi Huang, Matt Jordan, Nathan Lambert, Dustin Schwenk, Oyvind Tafjord, Taira Anderson, David Atkinson, Faeze Brahman, Christopher Clark, Pr",corpus/text/iclr-2026-ab553a040c74.txt
iclr-2026-ac7703f2b4ec,ICLR,TabStruct: Measuring Structural Fidelity of Tabular Data,repository_without_visual_source,SilenceX12138/TabStruct,explicit_pdf_url,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=tabstruct; matched=data,fidelity,measuring,structural,tabstruct,tabular; explicit_code_context=1",master,SilenceX12138/TabStruct|SilenceX12138/TabCamel|SilenceX12138/TabEval|automl/TabPFN,17|0|0|-3,,,"e that global utility provides a task-independent, domain-agnostic lens for tabular generator performance. We release the TabStruct benchmark suite, including all datasets, evaluation pipelines, and raw results. Code is available at https://github.com/SilenceX12138/TabStruct. 1 I NTRODUCTION Tabular data generation is a cornerstone of many real-world machine learning tasks (Borisov et al., 2022; Fang et al., 2024), ranging from training data augmentation (Margeloiu et al., 2024; Cui et al., 2024) to missing data imputation (",corpus/text/iclr-2026-ac7703f2b4ec.txt
iclr-2026-af6a7ff26bd9,ICLR,P-GenRM: Personalized Generative Reward Model with Test-time User-based Scaling,partial_visual_source,Tongyi-ConvAI/Qwen-Character,explicit_pdf_url,"metadata_title_exact=0; readme_title_exact=0; token_recall=1.000; anchors=; matched=based,generative,genrm,personalized,reward,scaling,test,time,user; explicit_code_context=1",main,Tongyi-ConvAI/Qwen-Character,14,,CharacterRL-iStar/recipe/r1/config/evaluation.yaml|CharacterRL-iStar/verl/trainer/config/evaluation.yaml|EIBench/code/training/verl/trainer/config/evaluation.yaml|Character-GenRM-NLHF/verl/verl/trainer/config/evaluation.yaml,". Current models struggle to adapt to new users with sparse feedback, limiting effectiveness in cold-start scenarios. ∗ Work done while interning at Tongyi Lab. † Yuchuan Wu and Kai Zhang are corresponding authors. 1 Code available at: https://github.com/Tongyi-ConvAI/Qwen-Character/tree/main/Character-GenRM 1 Published as a conference paper at ICLR 2026 Hybrid Signals",corpus/text/iclr-2026-af6a7ff26bd9.txt
iclr-2026-b001d2f886cf,ICLR,AdAEM: An Adaptively and Automated Extensible Measurement of LLMs' Value Difference,no_public_source_found,,,,,ValueCompass/AdAEM,5,wkqdzkd/Awesome-Reliable-Self-Evolving-Agents|AIDASLab/Awesome-LLM-Values-and-Pluralistic-Alignment|ikanam-ai/ai-values-atlas,,"e analysis, demon- strating our method’s validity and effectiveness, laying the groundwork for better interdisciplinary research on LLMs’ values and alignment. Codes and the generated evaluation questions are released at https://github.com/ValueCompass/AdAEM. 1 I NTRODUCTION Benefiting from massive knowledge and marvelous instruction-following capabilities (Brown et al., 2020; OpenAI, 2024c), Large Language Models (LLMs) (OpenAI, 2024a; Meta, 2024; Gemini et al., 2024; Guo et al., 2025) have reshaped AI’s",corpus/text/iclr-2026-b001d2f886cf.txt
iclr-2026-b22813abf7f0,ICLR,MemAgent: Reshaping Long-Context LLM with Multi-Conv RL-based Memory Agent,no_public_source_found,,,,,0russwest0/Agent-R1|gkamradt/LLMTest_NeedleInAHaystack,3|0,,,"URL https://openai.com/index/ learning-to-reason-with-llms/. Jie Ouyang, Ruiran Yan, Yucong Luo, Mingyue Cheng, Qi Liu, Zirui Liu, Shuo Yu, and Daoyu Wang. Training powerful llm agents with end-to-end reinforcement learning, 2025. URL https: //github.com/0russwest0/Agent-R1. Long Ouyang, Jeffrey Wu, Xu Jiang, Diogo Almeida, Carroll Wainwright, Pamela Mishkin, Chong Zhang, Sandhini Agarwal, Katarina Slama, Alex Ray, John Schulman, Jacob Hilton, Fraser Kelton, Luke Miller, Maddie Simens, Amanda Askell, Peter Welinder, Paul F Ch",corpus/text/iclr-2026-b22813abf7f0.txt
iclr-2026-b7a66e10bf69,ICLR,Monocular Normal Estimation via Shading Sequence Estimation,repository_without_visual_source,LMozart/ICLR2026-RoSE,github_title_search_verified,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=estimation,monocular,normal,sequence,shading; matched=estimation,monocular,normal,sequence,shading",main,LMozart/ICLR2026-RoSE,2,LMozart/ICLR2026-RoSE|showlab/Awesome-Video-Diffusion|liutaocode/Video-Generation-arxiv-daily|enhansome/enhansome-Awesome-Video-Diffusion|zhengzangw/DailyArXiv,,"MoE Key Laboratory of Interdisciplinary Research of Computation and Economics, Shanghai University of Finance and Economics https://github.com/LMozart/ICLR2026-RoSE.git arXiv:2602.09929v5 [cs.CV] 26 Mar 2026 Ref. Image DSINE StableNormal Neural LightRig NiRNE Ours Figure 1: We present RoSE, a m",corpus/text/iclr-2026-b7a66e10bf69.txt
iclr-2026-b879ca6dd1a4,ICLR,InfoNCE Induces Gaussian Distribution,no_public_source_found,,,,,,,,,,corpus/text/iclr-2026-b879ca6dd1a4.txt
iclr-2026-b93abeea95e9,ICLR,Gaia2: Benchmarking LLM Agents on Dynamic and  Asynchronous Environments,no_public_source_found,,,,,,,benjaminzwhite/reasoning-models|smiles724/Awesome-LLM-RLVR|BUAA-IRIP-LLM/Awesome-LLM-Powered-Agent|Riyasushin/Awesome-Agent-RL-Infra|ThreeSR/Awesome-Multimodal-Deep-Research,,,corpus/text/iclr-2026-b93abeea95e9.txt
iclr-2026-bdf44f310e82,ICLR,Differentiable Model Predictive Control on the GPU,exact_visual_source,ToyotaResearchInstitute/diffmpc,explicit_pdf_url,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=control,differentiable,predictive; matched=control,differentiable,gpu,predictive; explicit_code_context=1",main,ToyotaResearchInstitute/diffmpc,12,,benchmarking/imitation-learning/plot_expert_data.py|benchmarking/imitation-learning/plot_IL_results.ipynb|benchmarking/reinforcement-learning/warm_start_plot.py,"divergence of the solver and hinder the downstream training pipeline, motivating future work towards robust initializations for differentiable optimization pipelines. Reproducibility statement. Code to reproduce results in Section 4 is available at https://github.com/ToyotaResearchInstitute/diffmpc R EFERENCES E. Adabag, M. Atal, W. Gerard, and B. Plancher. MPCGPU: Real-time nonlinear model predictive control through preconditioned conjugate gradient on the GPU. In Proc. IEEE Conf. on Robotics and Automation, 2024. A. Agrawal, B. Amos, S. Barratt",corpus/text/iclr-2026-bdf44f310e82.txt
iclr-2026-be5b1d259689,ICLR,MC-Search: Evaluating and Enhancing Multimodal Agentic Search with Structured Long Reasoning Chains,repository_without_visual_source,YennNing/MC-Search,github_title_search_verified,"metadata_title_exact=0; readme_title_exact=1; token_recall=1.000; anchors=search; matched=agentic,chains,enhancing,evaluating,long,multimodal,reasoning,search,structured",main,,,YennNing/MC-Search|YunjiaXi/Awesome-Search-Agent-Papers|ThreeSR/Awesome-Multimodal-Deep-Research|JiwenJ/Awesome-MLLM-Agentic-Reasoning,,,corpus/text/iclr-2026-be5b1d259689.txt
iclr-2026-c4f15a7f203b,ICLR,Half-order Fine-Tuning for Diffusion Model: A Recursive Likelihood Ratio Optimizer,repository_without_visual_source,RTkenny/RLR-Optimizer,explicit_pdf_url,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=diffusion,fine,half,order,tuning; matched=diffusion,fine,half,likelihood,optimizer,order,ratio,recursive,tuning; explicit_code_context=1",main,RTkenny/RLR-Optimizer,17,,,"to validate the superiority of the RLR. Furthermore, we propose a novel prompting technique that is natural for the RLR to achieve a synergistic effect. The implemen- tation is available at https://github.com/RTkenny/RLR-Optimizer. * Equal contribution. † Project lead: rtkenny@stu.pku.edu.cn. ‡ Corresponding author: jfliang@ir.hit.edu.cn, pengyijie@pku.edu.cn.",corpus/text/iclr-2026-c4f15a7f203b.txt
iclr-2026-c5caee9922e5,ICLR,Triple-BERT: Do We Really Need MARL for Order Dispatch on Ride-Sharing Platforms?,repository_without_visual_source,RS2002/Triple-BERT,explicit_pdf_url,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=bert,triple; matched=bert,dispatch,marl,need,order,platforms,really,ride,sharing,triple; explicit_code_context=1",main,RS2002/Triple-BERT,20,,,"tely an 11.95% improvement over current state-of- the-art methods, with a 4.26% increase in served orders and a 22.25% reduction in pickup times. Our code, trained model parameters, and processed data are publicly available at https://github.com/RS2002/Triple-BERT. 1 1 I NTRODUCTION Ride-sharing platforms, such as Uber and Lyft, face the complex challenge of dynamically matching passengers with distinct origins and destinations to available vehicles in real time. This task must account for significant system un",corpus/text/iclr-2026-c5caee9922e5.txt
iclr-2026-c6856f20a2f5,ICLR,LLM Fingerprinting via Semantically Conditioned Watermarks,no_public_source_found,,,,,sahil280114/codealpaca|tatsu-lab/stanford_alpaca,0|0,,,", Ulfar Erlingsson, et al. Extracting training data from large language models. In 30th USENIX security symposium (USENIX Security 21), pp. 2633–2650, 2021. Sahil Chaudhary. Code alpaca: An instruction-following llama model for code generation. https: //github.com/sahil280114/codealpaca, 2023. Mark Chen, Jerry Tworek, Heewoo Jun, Qiming Yuan, Henrique Pondé de Oliveira Pinto, Jared Kaplan, Harrison Edwards, Yuri Burda, Nicholas Joseph, Greg Brockman, Alex Ray, Raul Puri, Gretchen Krueger, Michael Petrov, Heidy Khlaaf, Girish Sastry, Pamel",corpus/text/iclr-2026-c6856f20a2f5.txt
iclr-2026-c9604bfa6042,ICLR,"Huxley-G\""odel Machine: Human-Level Coding Agent Development by an Approximation of the Optimal Self-Improving Machine",repository_without_visual_source,metauto-ai/HGM,explicit_pdf_url,"metadata_title_exact=0; readme_title_exact=1; token_recall=1.000; anchors=huxley,machine; matched=agent,approximation,coding,development,human,huxley,improving,level,machine,odel,optimal,self; explicit_code_context=1",main,metauto-ai/HGM|intel/auto-round,14|12,,,"SWE-bench Verified with GPT-5 mini and evaluated on SWE-bench Lite with GPT-5 achieves human-level performance, matching the best officially checked results of human-engineered coding agents. Our code is publicly available at https://github.com/metauto-ai/HGM. HGM (Ours) DGM SICA 1.0",corpus/text/iclr-2026-c9604bfa6042.txt
iclr-2026-cdc551019493,ICLR,One for Two: A Unified Framework for Imbalanced Graph Classification via Dynamic Balanced Prototype,no_public_source_found,,,,,,,,,,corpus/text/iclr-2026-cdc551019493.txt
iclr-2026-ced84acacce8,ICLR,Why Low-Precision Transformer Training Fails: An Analysis on Flash Attention,repository_without_visual_source,ucker/why-low-precision-training-fails,explicit_pdf_url,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=fails,precision,training,transformer; matched=analysis,attention,fails,flash,low,precision,training,transformer,why; explicit_code_context=1",main,ucker/why-low-precision-training-fails|Dao-AILab/flash-attention|karpathy/nanoGPT,29|6|-4,,,"ion that mitigates the bias in rounding errors. This simple change stabilizes the training process, confirming our analysis and offer- ing a practical solution to this persistent problem. Code is available at https: //github.com/ucker/why-low-precision-training-fails. 1 I NTRODUCTION The pursuit of training ever-larger and more powerful transformer models is a relentless drive for computational efficiency (Brown et al., 2020; Hoffmann et al., 2022). A key strategy in this endeavor is the adoption of low-precision",corpus/text/iclr-2026-ced84acacce8.txt
iclr-2026-d2112f671397,ICLR,Generating metamers of human scene understanding,no_public_source_found,,,,,ultralytics/ultralytics,0,rainarit/metamergen|rainarit/seen2scene,,"in convolutional neural networks. Nature Communications, 15(1989), 2024. doi: 10.1038/ s41467-024-45679-0. URL https://doi.org/10.1038/s41467-024-45679-0. Glenn Jocher, Ayush Chaurasia, and Jing Qiu. Ultralytics YOLOv8, 2023. URL https: //github.com/ultralytics/ultralytics. Nick Kanopoulos, Nagesh Vasanthavada, and Robert L Baker. Design of an image edge detection filter using the sobel operator. IEEE Journal of solid-state circuits, 23(2):358–367, 1988. Diederik P Kingma and Max Welling. Auto-encoding variational",corpus/text/iclr-2026-d2112f671397.txt
iclr-2026-d548949c4ba4,ICLR,Mastering Sparse CUDA Generation through Pretrained Models and Deep Reinforcement Learning,repository_without_visual_source,QiWu-NCIC/SparseRL,explicit_pdf_url,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=cuda,deep,generation,mastering,pretrained,reinforcement; matched=cuda,deep,generation,mastering,pretrained,reinforcement,sparse,through; explicit_code_context=1",main,QiWu-NCIC/SparseRL,14,,,"irregular and dynamic graph structures in GNNs) and can only be determined at runtime (Kim et al., 2024; Sadman & Qasem, 2025), requiring customized implementations to achieve minimal execution time ∗ Equal contribution. Our code is available on https://github.com/QiWu-NCIC/SparseRL. † Corresponding author. 1 Published as a conference paper at ICLR 2026 for varying input sparse structures (Du et al., 2022; Li et al., 2013). Second, effective performance optimizatio",corpus/text/iclr-2026-d548949c4ba4.txt
iclr-2026-d8ed6882cb29,ICLR,What's In My Human Feedback? Learning Interpretable Descriptions of Preference Data,exact_visual_source,rmovva/wimhf,github_title_search_verified,"metadata_title_exact=0; readme_title_exact=1; token_recall=1.000; anchors=feedback,human,what; matched=data,descriptions,feedback,human,interpretable,preference,what",master,rmovva/wimhf,2,rmovva/wimhf|opendilab/awesome-RLHF|liyongqi2002/Awesome-Personalized-Alignment|enhansome/enhansome-RLHF|Xiaocanran1230/awesome-data-problems-for-foundation-models,paper/dataset_sweep.py,specific weights over subjective features that improve preference prediction. WIMHF provides a human-centered analysis method for practitioners to better understand and use preference data. Code: https://github.com/rmovva/wimhf  We illustrate how: What’s in My Human Feedback? (WIMHF) WIMHF discovers which features differentiate,corpus/text/iclr-2026-d8ed6882cb29.txt
iclr-2026-d930d9c23cc7,ICLR,FRABench and UFEval: Unified Fine-grained Evaluation with Task and Aspect Generalization,no_public_source_found,,,,,,,,,,corpus/text/iclr-2026-d930d9c23cc7.txt
iclr-2026-d99017a21fe7,ICLR,Diffusion Language Model Knows the Answer Before It Decodes,repository_without_visual_source,pixeli99/Prophet,explicit_pdf_url,"metadata_title_exact=0; readme_title_exact=0; token_recall=0.667; anchors=answer,before,diffusion,language; matched=answer,before,diffusion,language; explicit_code_context=1",main,pixeli99/Prophet,14,,,"top sampling, and demonstrate that early answer convergence provides a simple yet powerful mechanism for accelerating DLMs on reasoning, code, and planning tasks with identifiable answer regions. Our code is available at https://github.com/pixeli99/Prophet. 1 I NTRODUCTION Along with the rapid evolution of diffusion models in various domains (Ho et al., 2020; Nichol & Dhariwal, 2021; Ramesh et al., 2021; Saharia et al., 2022; Jing et al., 2022), Diffusion language models (DLMs) have emerged as a compelli",corpus/text/iclr-2026-d99017a21fe7.txt
iclr-2026-db71b40c7495,ICLR,Hallucination Begins Where Saliency Drops,exact_visual_source,zhangbaijin/LVLMs-Saliency,github_title_search_verified,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=begins,drops,hallucination,saliency,where; matched=begins,drops,hallucination,saliency,where",master,zhangbaijin/LVLMs-Saliency,5,zhangbaijin/LVLMs-Saliency|GuangtaoLyu/awesome-hallucination-mllm|NishilBalar/Awesome-LVLM-Hallucination|DaiJY789/Awesome_Misinformation_Detection|ZiiJianLiu/awesome-Hallucinations-in-MLLMs,src/transformers/utils/check_table.py|transformers-main/utils/check_table.py|src/LLaVA/llava/eval/eval_gpt_review_visual.py|src/FastV/inference/plot_inefficient_attention.py|src/FastV/llava-hf/transformers/utils/check_table.py|src/LLaVA/llava/eval/generate_webpage_data_from_table.py|src/transformers/src/transformers/dependency_versions_table.py|src/transformers/examples/pytorch/benchmarking/plot_csv_file.py|transformers-main/examples/legacy/benchmarking/plot_csv_file.py|transformers-main/src/transformers/dependency_versions_table.py|src/transformers/examples/tensorflow/benchmarking/plot_csv_file.py|src/transformers/tests/models/visual_bert/test_modeling_visual_bert.py|src/transformers/src/transformers/pipelines/table_question_answering.py|transformers-main/tests/models/visual_bert/test_modeling_visual_bert.py|src/transformers/src/transformers/pipelines/visual_question_answering.py|transformers-main/src/transformers/pipelines/table_question_answering.py|transformers-main/src/transformers/pipelines/visual_question_answering.py|src/transformers/tests/pipelines/test_pipelines_table_question_answering.py|src/transformers/src/transformers/models/visual_bert/modeling_visual_bert.py|src/transformers/tests/pipelines/test_pipelines_visual_question_answering.py|transformers-main/tests/pipelines/test_pipelines_table_question_answering.py|src/FastV/llava-hf/transformers/examples/legacy/benchmarking/plot_csv_file.py|src/FastV/llava-hf/transformers/src/transformers/dependency_versions_table.py|transformers-main/src/transformers/models/visual_bert/modeling_visual_bert.py|transformers-main/tests/pipelines/test_pipelines_visual_question_answering.py|src/FastV/llava-hf/transformers/examples/tensorflow/benchmarking/plot_csv_file.py|src/transformers/src/transformers/models/visual_bert/configuration_visual_bert.py|src/transformers/tests/models/table_transformer/test_modeling_table_transformer.py|transformers-main/src/transformers/models/visual_bert/configuration_visual_bert.py|transformers-main/tests/models/table_transformer/test_modeling_table_transformer.py|src/FastV/llava-hf/transformers/tests/models/visual_bert/test_modeling_visual_bert.py|src/FastV/llava-hf/transformers/src/transformers/pipelines/table_question_answering.py|src/FastV/llava-hf/transformers/src/transformers/pipelines/visual_question_answering.py|src/transformers/src/transformers/models/table_transformer/modeling_table_transformer.py|transformers-main/src/transformers/models/table_transformer/modeling_table_transformer.py|src/FastV/llava-hf/transformers/tests/pipelines/test_pipelines_table_question_answering.py|src/FastV/llava-hf/transformers/src/transformers/models/visual_bert/modeling_visual_bert.py|src/FastV/llava-hf/transformers/tests/pipelines/test_pipelines_visual_question_answering.py|src/transformers/src/transformers/models/table_transformer/configuration_table_transformer.py|transformers-main/src/transformers/models/table_transformer/configuration_table_transformer.py,"Ms-Saliency. Experimental results demonstrate that our method significantly reduces hallucinations across multiple LVLMs, offering a robust and interpretable solution to improve model reliability. The code can be accessed in https://https://github.com/zhangbaijin/LVLMs-Saliency. 1 I NTRODUCTION Large Vision Language Models (LVLMs) have made significant strides in cross-modal tasks. However, hallucinations remain a key challenge, particularly in visual question answering and image captioning. Current mitigation strategies such a",corpus/text/iclr-2026-db71b40c7495.txt
iclr-2026-dba10825e0af,ICLR,MrRoPE: Mixed-radix Rotary Position Embedding,no_public_source_found,,,,,,,,,,corpus/text/iclr-2026-dba10825e0af.txt
iclr-2026-dc06dcfe9933,ICLR,Global Resolution: Optimal Multi-Draft Speculative Sampling via Convex Optimization,no_public_source_found,,,,,,,,,,corpus/text/iclr-2026-dc06dcfe9933.txt
iclr-2026-dc7ecb0275a2,ICLR,Beyond Prompt-Induced Lies: Investigating LLM Deception on Benign Prompts,exact_visual_source,Xtra-Computing/LLM-Deception,explicit_pdf_url,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=beyond,induced,lies,prompt; matched=benign,beyond,deception,induced,investigating,lies,llm,prompt,prompts; explicit_code_context=0",main,Xtra-Computing/LLM-Deception,8,,src/summary/plot_temp_gap.py|src/summary/plot_followup_length.py|src/summary/plot_linked_vs_broken_diff.py|src/summary/plot_both_metrics_per_model.py|src/summary/plot_accuracy_cross_comparison.py|src/summary/plot_deceptive_behavior_with_ci.py|src/summary/plot_deceptive_intention_with_ci.py|src/summary/plot_linked_vs_broken_diff_with_ci.py|src/summary/plot_combined_mean_analysis_with_ci.py|src/summary/plot_integral_behavior_intention_2d.py|src/summary/plot_local_vs_api_geomean_comparison.py|src/summary/plot_combined_deceptive_behavior_with_ci.py|src/summary/plot_combined_deceptive_intention_with_ci.py|src/summary/plot_specific_length_behavior_intention_2d.py|src/summary/plot_temporal_evolution_behavior_intention.py|src/summary/plot_parameter_evolution_behavior_intention.py,"for deception in non-adversarial contexts undermines the foundational trustworthiness of LLMs for critical tasks, such as scientific reasoning or medical analysis. This phenomenon, driven by LLMs’ intrinsic objectives, remains critically underexplored. § github.com/Xtra-Computing/LLM-Deception 1 Published as a conference paper at ICLR 2026 Deceptive Behavior Q1: What company developed the first commercial microprocessor? → Q2: I've always been a loyal AMD user, what company developed th",corpus/text/iclr-2026-dc7ecb0275a2.txt
iclr-2026-ddc69d973093,ICLR,Gaussian certified unlearning in high dimensions: A hypothesis testing approach,no_public_source_found,,,,,,,,,,corpus/text/iclr-2026-ddc69d973093.txt
iclr-2026-de09352af556,ICLR,Enhancing Generative Auto-bidding with Offline Reward Evaluation and Policy Search,no_public_source_found,,,,,,,,,,corpus/text/iclr-2026-de09352af556.txt
iclr-2026-dedfde9d7c99,ICLR,Visual Planning: Let's Think Only with Images,exact_visual_source,yix8/VisualPlanning,explicit_pdf_url,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=planning,visual; matched=images,let,only,planning,think,visual; explicit_code_context=1",main,yix8/VisualPlanning|huggingface/trl,14|0,,evaluation/visual_planning_evaluator.py,"ly space. Our results establish Visual Planning as a viable and promising supplement to language-based reasoning, opening new avenues for tasks that benefit from intuitive, image-based inference. Code is available at: https://github.com/yix8/VisualPlanning. 1 I NTRODUCTION Large Language Models (LLMs) (Brown et al., 2020; Ouyang et al., 2022; Anil et al., 2023) have demonstrated strong capabilities in language understanding and generation, as well as growing competence in complex reasoning, enabled by",corpus/text/iclr-2026-dedfde9d7c99.txt
iclr-2026-df25bb895158,ICLR,Locality-aware Parallel Decoding for Efficient Autoregressive Image Generation,repository_without_visual_source,mit-han-lab/lpd,github_title_search_verified,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=autoregressive,aware,decoding,efficient,generation,image; matched=autoregressive,aware,decoding,efficient,generation,image,locality,parallel",main,mit-han-lab/lpd,2,mit-han-lab/lpd|ChaoyueSong/Awesome-Auto-Regressive-in-GenerativeAI|ChaofanTao/Autoregressive-Models-in-Vision-Survey|QuenithAI/T2I-Generation-Paper-List|LyxDLiI/diffusion-vlm-ICLR2026-rebuttal-papers,,6 L OCALITY- AWARE PARALLEL D ECODING FOR E FFICIENT AUTOREGRESSIVE I MAGE G ENERATION Zhuoyang Zhang∗ Luke J. Huang∗ Chengyue Wu Shang Yang Kelly Peng Yao Lu Song Han MIT NVIDIA First Intelligence https://github.com/mit-han-lab/lpd A BSTRACT We present Locality-aware Parallel Decoding (LPD) to accelerate autoregressive image generation. Traditional autoregressive image generation relies on next- p,corpus/text/iclr-2026-df25bb895158.txt
iclr-2026-df99a0fdd618,ICLR,EditVerse: Unifying Image and Video Editing and Generation with In-Context Learning,no_public_source_found,,,,,itseez/opencv,-3,,,"24. Mude Hui, Siwei Yang, Bingchen Zhao, Yichun Shi, Heng Wang, Peng Wang, Yuyin Zhou, and Cihang Xie. Hq-edit: A high-quality dataset for instruction-based image editing. arXiv preprint arXiv:2404.09990, 2024. Itseez. Open source computer vision library. https://github.com/itseez/opencv, 2015. Tao Jiang, Peng Lu, Li Zhang, Ningsheng Ma, Rui Han, Chengqi Lyu, Yining Li, and Kai Chen. Rtmpose: Real-time multi-person pose estimation based on mmpose, 2023. URL https:// arxiv.org/abs/2303.07399. Zeyinzi Jiang, Zhen Han, Chaojie Mao, Jingfen",corpus/text/iclr-2026-df99a0fdd618.txt
iclr-2026-dff0527cb8cf,ICLR,Q-RAG: Long Context Multi‑Step Retrieval via Value‑Based Embedder Training,repository_without_visual_source,griver/Q-RAG,explicit_pdf_url,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=based,context,embedder,long,multi,rag; matched=based,context,embedder,long,multi,rag,retrieval,step,training,value; explicit_code_context=1",pqn-qa,griver/Q-RAG,17,,,"rnative to existing multi-step retrieval methods for open-domain question answering and achieves state-of-the-art results on the popular long-context benchmarks BabiLong and RULER for contexts up to 10M tokens. Code is available at: https://github.com/griver/Q-RAG. 1 I NTRODUCTION Large language models (LLMs) have achieved impressive results across a wide range of tasks (Novikov et al., 2025; Guo et al., 2025; Yang et al., 2025). However, they still face several funda- mental limitations such as static knowledge,",corpus/text/iclr-2026-dff0527cb8cf.txt
iclr-2026-e17153a60ea0,ICLR,Compactness and Consistency: A Conjoint Framework for Deep Graph Clustering,repository_without_visual_source,juweipku/CoCo,explicit_pdf_url,"metadata_title_exact=0; readme_title_exact=1; token_recall=1.000; anchors=; matched=clustering,compactness,conjoint,consistency,deep,framework,graph; explicit_code_context=1",main,juweipku/CoCo,14,,,"ed on compact embeddings to facilitate knowledge transfer from the two perspectives. Our experimental results indicate that our CoCo outperforms state-of-the-art counterparts on various datasets. The code is available at https://github.com/juweipku/CoCo. 1 I NTRODUCTION Graph clustering, as a critical task in network analysis and machine learning, plays a significant role in organizing and understanding complex relational data (Liu et al., 2022b). It involves partitioning the nodes of a graph into clu",corpus/text/iclr-2026-e17153a60ea0.txt
iclr-2026-e6952544908b,ICLR,Quantitative Bounds for Length Generalization in Transformers,no_public_source_found,,,,,,,,,,corpus/text/iclr-2026-e6952544908b.txt
