paper_id,conference,analysis_stratum,visual_narrative,caption_system,table_header_system,method_result_ablation_link,main_appendix_link,typography_consistency,color_consistency
iclr-2026-0e6979a1fd18,ICLR,oral,Figure 1 先给生成质量与资源成本入口；Figure 2 定义 Linear DiT、3D RoPE、Mix-FFN 和 block-wise cache 接口；Figure 3/4 将 RoPE 稳定性和 causal linear attention 机制连接到 Table 1 渐近复杂度；Table 2/3/4 给出 720P、VAE 和统一 T2V/I2V 主比较；Figure 5/Table 5 消融组件与 sampler，Table 6/9 扩展到 AR/30s 长视频；Appendix Figures 7–15 提供 T2V/I2V、长 rollout、数据过滤、SFT 和 world-model qualitative evidence。,Figure captions 以“标题 + 面板说明 +（少量）主发现”为主；Figure 1/3/7–10/14 直接写出主发现，Figure 2/4/5 主要说明结构或比较。多数附录 qualitative captions 缺少 seed、帧间隔、选择规则和统计定义。,主表表头统一使用 Methods/Model、Latency、Speedup、#Params 与 VBench Total/Quality/Semantic 方向箭头；VAE 表使用 Ratio/PSNR/SSIM/LPIPS；长视频附表追加 FPS。T2V/I2V 和 ε/方法组通过 row group、横线或 italic header 区分。,Figure 2 的组件接口 → Figure 3/4 机制与 Table 1 复杂度 → Table 2/3/4 主结果 → Figure 5/Table 5 paired ablation → Table 6/9 长视频结果；Figure 6 另接量化成本，但没有质量回归表。,正文 Figure 1–6、Table 1–6 建立效率/机制/主比较；Appendix Algorithm 1（schema 不含 algorithm 对象）补充 KV-cache 推理伪代码，Table 7/8/9 补充 architecture、VAE perturbation 和 VBench-Long，Figures 7–15 给 qualitative/data/SFT/world-model 扩展。,表格使用 PDF object 可核验的 Nimbus Roman/CMR/CMMI/CMSY；图内 raster 标签多为 Arial/Helvetica-like，正文标题/caption 仍为 Nimbus Roman/Computer Modern。字号在 composite/qualitative 图中偏小，附录截图和 Figure 11/13 的文字密度差异较大。,绿色大体表示 SANA/Linear/Compute，灰色表示 full attention/BF16/对照，红色表示异常或 speedup；但自然图像、prompt 截图和 pastel pipeline 不共享同一 palette，语义主要靠行列标签、图例和 caption 补足。
iclr-2026-0f7ec564e69d,ICLR,oral,Figure 1 establishes the method interface; Table 1 isolates usability; Table 2 provides the Mathlib-test headline comparison; Table 3 tests out-of-Mathlib robustness; Table 4 tests extraction/training mechanisms. There are no local appendix objects.,All five captions begin with an unbolded Figure/Table label and descriptive title. Figure 1 supplies the only complete encoding key; Table 3 supplies the strongest setup and external-extension pointer. No caption states the main numerical finding.,Table 1 uses one capability-header level. Tables 2 and 4 share two-level Recall/Proof-rate headers and monospace pipeline-setting labels. Table 3 uses Proof rate using full (%) over named splits and Average.,"Figure 1 maps the pipeline stages, Table 1 maps its user-facing interface, Tables 2–3 evaluate the pipeline and generalization, and Table 4 removes the extraction/negative/mask components named in the methods. Cross-references are explicit in the surrounding sections.","The local PDF has no appendix or supplementary objects. Table 3 and §§3.2, 4.2–4.3 point to the external Zhu et al. (2025) extended version for examples, Figure 2a, Table 5, and detailed analyses; those materials are not counted here.","PDF-object table fonts combine Nimbus Roman No9 L, Computer Modern Roman/math, and Computer Modern Typewriter at about 8.44–8.97 pt; captions are regular serif. Figure 1 uses an estimated 11–13 pt sans-serif raster label, creating a mild but legible cross-object mismatch.","Only Figure 1 uses chromatic fills and red/black edges; Tables 2–4 are black/white, while Table 1 adds light-gray crosses. No palette is shared across objects, and Figure 1 color semantics are not repeated by node shape or texture."
iclr-2026-106be5e431a2,ICLR,oral,Figure 1 从真实 image-text pair 和 pairwise baseline 建立 noisy correspondence 问题；Figure 2 将 CorreGen 的 EM、GMM marginal、virtual sample 与 M-step 具体化；Figure 3 用 posterior heatmap 检查 category-level latent correspondence；Table 1/2 把方法映射到 MR/CR 下的 ACC/NMI/ARI；Figure 4 扩展 CR 的连续鲁棒性；Figure 5/6 进行参数 surface；Table 3 删除组件并比较 Vanilla InfoNCE；Figure 7 检查训练收敛；Table 4 与 Figure 8 诊断 category-level mismatch 和真实网页噪声。,所有 12 个视觉对象均使用编号 caption，caption 多为“对象名+最低限度设置”；Figure 1/2 与 Table 1/3 的信息最完整，Figure 3/5/6/8 与 Table 4 主要只命名对象。只有 Table 1 明确写 five-seed mean；Figure 4/5/6/7 的 uncertainty 和重复信息未在 caption 体现。,Table 1/2 采用 noise setting→dataset→ACC/NMI/ARI 的二层矩阵；Table 3 增加 clean/noisy condition→dataset→metric 的三层表头；Table 4 使用窄幅 Dataset/CMR (%)。四表均用无竖线的横向规则，分组由表头和空白表达。,Figure 1 的机制对照和 Figure 2 的 EM 模块定义 CorreGen；Table 1/2 给出 sample-level noise 下性能；Figure 3 提供 category-level posterior 的定性读出；Figure 5/6 检查关键超参数；Table 3 删除 Virtual/Guide/InfoNCE 识别组件作用；Figure 7 将理论 convergence 连接到训练曲线。该链条覆盖结构、性能、参数、组件和稳定性，但缺少 correspondence-recovery 独立数值指标与不确定性。,正文 Figure 1–3、Table 1/2 和 Proposition/Equation 主链定义问题、方法和主结果；Appendix D/E/F/G/H/I 追加 CR sweep、parameter surfaces、ablation、convergence、CMR 和 raw noisy examples。附录承载大部分参数、消融和诊断证据，Figure 4–8 与 Table 3/4 不能脱离正文定义完全解读。,正文、caption 和表格的 Nimbus Roman/Computer Modern 稳定；Figure 1/2 的导入图、Figure 4 的 ArialMT 曲线、Figure 8 的 TimesNewRoman 文本属于局部资产系统。表格的 6.667–8 pt 字号和附录小图文字没有统一可读性 token。,Figure 1 的绿/红边、Figure 2 的蓝/橙/绿模块、Figure 3 的红色 heatmap、Figure 4 的四方法色、Figure 5–7 的局部曲线色各自内部一致，但跨对象没有统一的 CorreGen/基线色义；颜色迁移必须依赖每个对象的 caption、legend 或 direct label。Figure 8 的照片色彩为原始内容，不应纳入数据 palette。
iclr-2026-12331806f03c,ICLR,oral,Figure 1 先建立跨模态 quality–throughput headline；Figure 2 把 MGM mask waste 与 PGM partition/clean-token mechanism 并置；Figure 3 展开 Partition Transformer；Table 1/2 与 Figure 4 将 mechanism 接到 text quality、downstream 和 distillation；Figure 5/6 与 Tables 3–10 回收 sampler coverage、precision、training cost、stability、guidance sweep 和 long-context 边界。,Figure captions 通常采用对象标题、设置、比较和主发现，Figure 5/6 还报告机制或失败现象；table captions 更常定义指标方向、batch/GPU、缩写、highlight、sampler 和附录指针。Table 7 是例外：仅给 precision 标题，许多复现条件要跨正文/Appendix C 读取。,表格统一以 Model/condition 为左侧身份列，以带方向箭头和单位的 quality/cost 指标为数值列；dataset、step、sampler、precision 和 distillation 使用 row groups，Table 3 以两层 header 分开 forward 与 forward+backward，Table 5 以并列小表分开 LM1B/OWT。,Figure 2/3 定义 partition 与 GroupSwap 接口；Table 1/5 检验模型容量、layer split、query init 和 PPL；Figures 1/4 与 Tables 6/7/8/9 检验 sampler/step/precision 下的质量–效率；Figure 6 把 complementary masking 的 loss-spike failure 边界与 Table 1/5 的 PPL ablation 接起来。,正文保留 Figure 1–4 与 Tables 1–2 的 headline、机制和 downstream；Appendix B 的 Figure 5 与 Table 9 解释/量化 Halton，Appendix C/E 的 Table 3/10 补成本和 context 边界，Appendix D 的 Figure 6 与 Tables 4–8 补 task、precision、step、sampler 和稳定性。,PDF 对象确认正文/caption/table 的 Nimbus Roman No9 L 和 Computer Modern math；图内 labels 使用较小 sans-serif，约 6–10 pt，机制图标题可到约 20 pt。表格字号和 booktabs 规则稳定，但单栏 Figure 4 与 48-row Table 7 的空间压缩明显。,蓝/橙/红/绿在结果图中反复表示模型或 sampler，图 2/3/5 将蓝/橙 group 或 sampler 语义保持稳定；但不同对象的近似色并非锁定的 source-level palette，Figure 6 主要依靠 panel titles。表格保持 grayscale，图表之间没有统一 color token 的 exact source。
iclr-2026-159f6b7208d5,ICLR,oral,"Model reduction (Figure 1) leads to path/edge-rank bridge (Figure 2/Table 1), equivalence-class transformations (Figure 3/Figure 5), augmentation proof traversal (Figure 4), CP(G) presentation (Figure 6), then enumeration/runtime/oracle evidence (Tables 3–5), finite-sample simulation (Figure 7) and stock-market presentation (Figure 8).","Captions use regular Figure/Table k prefixes and usually move from title to setup/encoding; Figure 6, Figure 7 and Tables 4–5 provide the strongest semantic definitions, while short theory captions rely on the surrounding theorem text. Main-finding sentences are uncommon except in Figure 6/Table 2 wording.","Tables use serif/math fonts, bold or medium headers and booktabs/minimal horizontal rules. Concept tables use prose/formula columns; experiment tables use structural condition columns followed by method/cost columns, with row groups carried by multirow labels and blank cells.","There is no dedicated ablation Figure; Figure 1–6 make method/theory interfaces explicit, Tables 4–5 isolate efficiency and structural misspecification, and Figure 7 compares finite-sample outcomes. Table 3 supplies search-space scale rather than an ablation.","Main Figures 1–3 introduce irreducibility, rank duality and transformations; Appendix Figures 4–6 expand proofs and presentation, Tables 1–5 supply theory/related-work/enumeration/runtime/oracle details, and Figures 7–8 close the simulation and real-data links referenced in §5.","Nimbus Roman/Computer Modern dominate body, captions and theory diagrams; Figure 7 uses TeX Gyre Termes/Heros and NewTX math, and Figure 8 exposes Times New Roman/Type3 graph labels. The serif/math register is consistent, but exact font families and sizes are not globally locked.","Black/gray is the stable theoretical default with shape and line-style redundancy. Figure 2 pastel set colors, Figure 7 method colors/bands and Figure 8 sector fills are locally coherent but use different palettes; Figure 7 and Figure 8 are not reliably grayscale-safe."
iclr-2026-247f0a285827,ICLR,oral,"KeyChain construction (Figure 2) → data recipe (Table 1) → headline comparisons (Tables 2–3) → 16K-to-128K length/retrieval evidence (Table 4, Figures 3 and 9) → training dynamics (Figure 4, Figures 7–8) → component/verifier/format ablations (Tables 5–6 and 9), with prompt/schema and checkpoint examples (Figures 5–6 and Table 10) supplying reproducibility and mechanism context.","Every caption starts with Figure/Table n and sits below its object. Figure 1, Figure 3, Tables 2–4 state comparisons or findings; Figures 7–8 state setup and stage encoding; most other captions are title-only. Captions rarely define cell n, uncertainty, cost, protocol asymmetry or control variables, so many objects are not self-contained.","Booktabs top/mid/bottom rules and no vertical rules form the shared table grammar. Multi-level headers group benchmark family, difficulty, length and task type; light teal Avg/Overall columns and bold/underline best cells create a stable scan path. None of the tables has a dedicated uncertainty, cost or failure column.","Figure 2 and Table 1 make the data interface and training mix explicit; Tables 5, 6 and 9 then replace KeyChain data, answer verifier and UUID format under the same task framing. Figure 1 and Figures 5–6 explain the qualitative/parser mechanism, while Tables 2–4 quantify downstream performance and generalization.","Appendix Figure 9 extends main Figure 3 from 7B to 14B; Table 8 expands main Table 4’s length sweep and adds protocol notes; Figures 7–8 expand Figure 4; Figure 5/Figure 6 and Table 10 supply prompt, schema and checkpoint examples behind the main mechanism. A.8 protocol details are necessary for interpreting RULER comparisons.","Paper text and captions use Nimbus Roman/Computer Modern, imported diagrams use Arial/Aptos/CambriaMath, and Matplotlib assets use DejaVuSans Type3. Within each asset family the hierarchy is stable, but the mixed families and scaling produce small labels in single-column placement.",Light teal #D3E9E8 consistently marks Avg/Overall table columns; #1F77B4/#FF7F0E/#2CA02C consistently mark training stages; diagrams reuse blue/orange/teal accents; Figures 3/9 share the #F0496E→#EBB839→#0CD79F heatmap. The table and curve systems are partly grayscale-safe; heatmap values are not.
iclr-2026-24987e898413,ICLR,oral,Figure 1 先提出模块化 chemical vocabulary，Figure 2 展开 bilingual architecture，Figure 3 给出 synthesis-guaranteed tokenizer 的 coverage/fallback。Table 1/2 再给 property 与 synthesis 主比较，Figure 4/5 提供案例和 frequent modification；Appendix Figure 6 给 MoleculeSTM failure，Figure 7 给 data pipeline，Tables 3–11 补齐 property slice、数据规模、oracle、额外 baseline 和 ablation，Figures 8–13 用 token-neighbor montage 收束 representation 例子。,主文 Figure 1–3 和 Table 1/2 的 caption 同时承担标题、设置和编码定义；Figure 4–7 多为标题式短 caption。Figure 8–13 重复说明 ECFP4 Fingerprint Tanimoto similarity，但未写 token ID、检索库大小或抽样规则。Table 2/9 的 caption 定义 Synthesizability/Makeability，Table 1/4 定义方向与颜色。,多数表使用单级 Model/Property header，并以 (↓)/(↑) 表示优化方向和 (%) 表示比例。Table 3 按模型分组 SA/Valid 两级表头，Table 6 按 Molecules/Molecule Tokens 两级表头；主结果、附录 baseline 和 ablation 共用 AMES–PGP–Avg. Improv. 这组 header。,Figure 3/7 解释 tokenizer 和数据创建接口；Table 1/2 与 Figure 4 实例化 property/synthesis 结果；Table 3、8、9、10 扩展 synthesis 与 baseline，Table 11 直接隔离 backbone、GNN 和 tokenizer 组件。,正文 Table 1/2 指向 Appendix A 的 Table 3/4；正文 Figure 4 对应 Appendix A.3 的 Figure 6；§2 与 reproducibility statement 指向 Figure 7 和 Tables 5–7；Appendix H/I 的 Tables 8–11 提供额外 baseline/ablation。Figures 8–13 展开 Appendix F.2 的 token examples。,caption/正文和表格的主体字体对象一致（Nimbus Roman No9 L），表头/最佳值用 bold；图内 sans-serif 标签与 chemical drawing 文字的字号跨度大，Figure 8–13 的 score label 特别小。,化学元素颜色在 Figure 1–7 和 Figure 8–13 中重复出现，深蓝框线/箭头构成主图 UI 语言；Table 1 的绿/红相对基准语义只在该表使用，未与图中颜色冲突，但依赖颜色的区分在灰度输出会减弱。
iclr-2026-255bea54f97f,ICLR,oral,Table 1 钉住 KS1 对 CEOs 的 recall 局部增益；Figure 1 展示六数据集主 ANNS recall–QPS；Figure 2 将 L 的成本与性能对齐；Figure 3/4/5 依次解释 KS2 接口、投影几何和 reference-angle 数值机制；Tables 3/4/5 与 Figures 6/7/8/9 补齐数据集、s0、k、L 和 graph-transfer 边界。,Figure captions 统一采用 Figure n: title，通常只写 k/参数；Table 1 明确定义 m、top-5、Probe@n 和 10-run，Table 2/3 只命名，Table 4/5 只写 k 与 top-s0。主发现和例外主要落在正文/附录文字，不在 caption 中。,性能表统一 Dataset & Method + Probe@10/100/1K/10K；dataset metadata 使用 Data Size、Query Size、Dimension、Type、Metric；notation 使用 Notation、Explanation。表格主体采用黑白数学排版与三位小数性能值。,Figure 3 把 Eq. (9) 的 routing test 接到 Algorithm 7；Figure 4/5 把 projection structure/reference angle 接到 Lemma B.1 和 Table 1；Figure 1/2 给出主比较与 L 消融；Figures 6–9、Tables 4/5 承担 k、L、NSSG 和 s0 的边界检验。,正文 §7 明确指向 Appendix D.1/D；Figure 2 caption 指向 D.4；p.20 的 D.3–D.5 文字解释 Figures 6–9。附录补充 proof、算法、数据和参数，但未提供 seed、原始曲线点、ANNS 重复/聚合和完整调参。,正文/表格以 Nimbus Roman No9 L 与 Computer Modern math 为主，性能图内部以 DejaVu Sans 为主；Figure 3/4 的 Cambria Math/Tw Cen MT 标签是机制图例外。图内 legend 约 4.7 pt、轴约 9.3 pt，整体字号一致但 legend 偏小。,HNSW/ScaNN/PEOs/KS2 在 Figures 1/6/7 使用蓝/绿/红/橙固定语义；Figures 2/8 保留 HNSW 蓝并为多个 L 追加绿/红/品红/橙/青；Figure 9 使用 NSSG 蓝、+PEOs 红、+KS2 橙。颜色语义稳定，灰度和小屏可读性仍受实线与小 marker 限制。
iclr-2026-2a0b369c60a9,ICLR,oral,Figure 1 建立 diffusion 建模/score reward/Gaussian acting/两条 fine-tuning 接口；Figure 2+Table 1 形成复杂 maze spatial/endpoint 闭环；Figure 3+Tables 3–6 连接 single/cross-embodiment transfer；Figure 4 与 Figure 9 做 budget、IQL、sampling-step、β 边界消融；Figures 5–8 补充 benchmark ontology、全量 heatmap 和训练动态。,Figure 1/5 提供较多 setup，Table 3–6 明确 seed 与部分 runs；Figure 2/4/6/7/8/9 多为短标题，颜色、panel 顺序、band/interval 定义和方法 key 需由正文或附录补足。,Table 1 用 maze 列；Table 3/5 用 domain→task 两层表头；Table 4/6 用 metric→interval 窄表；Table 2 用 DDPG/ExDM row groups，构成统一的环境、任务、聚合和复现接口。,Figure 1 的 policy 分工导向 Figure 3(a–c)；Figure 4(b/c/d) 分别检查 IQL、sampler steps、β，Figure 4(a) 和 Figure 9 检查 pre-training budget；Tables 1/3–6 把这些图中的 aggregate 或 spatial claims 具体化。,主文保留 Figure 2、Table 1、Figure 3、Figure 4 的关键 slice；附录以 Figure 5–9、Table 2–6 提供全 13-method maze、训练动态、task-level reward、aggregate intervals、hyperparameters 和 domain/task ontology。,主文 caption/table 与正文的 Nimbus Roman/Computer Modern 体系一致，图内 chart fonts 跨 DejaVu Sans/Times New Roman/Liberation Sans；PDF object 可确认字体族，但 raster Figure 8 的内部字号只能估计。,方法色在 Figure 4/8/9 大体持续但未完全锁定同一 token；Figures 2/6/7 使用独立 red sequential density；Figure 3 使用 pastel method colors，Figure 1/5 的颜色主要是机制/自然图像语义。颜色承担主要识别，marker/line-style 冗余不足。
iclr-2026-2a842dd4a787,ICLR,oral,Figure 1 先把 minority failure/fragility 变成可见问题；Figure 2 把 θg/θe reservation/allocation 接到 Many/Medium/Few；Tables 1–6 依次完成结构反事实、主指标、类级/分辨率/ArtBench 对照；Figure 4、Table 7 和 G.3–G.6 做参数/组件消融；G.7–G.13 将视觉、human/downstream、solver/model/task 扩展移入附录。,Figure/Table caption 均以标签+动作开头，正文 caption 多包含 dataset、IR、comparison 和 appendix pointer；主表 caption 解释指标箭头与 best/second-best，附录样本 caption 明确 random selection。弱点是大量 caption 只描述对象或复用“same setting”，未写 seed、分母和 uncertainty。,定量主表统一用 Method + 指标列，跨 setting 以 IR/dataset/resolution 多级 header 分组；Many/Medium/Few 作为同一 stratum vocabulary；↑/↓ 表示方向。Mean±Std 镜像表在 G.1–G.6 延续列顺序，但运行单位未定义。,Eq. (1) 的 θg⊕θe、Eq. (2–4) 的 LCon/LDiv/λ 由 Figure 2 解释，Table 1/E.2 排除“low-rank/LoRA/MoE 本身”替代解释，Figure 4 和 Table 7 分别测试 λ/rank/UNet、branch 与 loss deletion。,正文 Figures 1–4、Tables 1–7 是 headline/interface；G.1–G.2 回补 Figure 1 诊断，G.3–G.6 回补标准差/消融，G.7–G.8 回补 human/downstream/visual branch，G.9–G.13 回补 broader settings、Overlap 和 classification。物理 PDF appendix 完整包含这些对象，没有独立 supplementary 文件。,PDF 主体使用 Nimbus Roman No9 L 与 Computer Modern math，表格字号约 6.5–7.5 pt；嵌入 raster plot 的 sans-serif 标签和 appendix 样本标题存在估计差异。caption 标题未统一粗体。,CM 在定量表中主要由淡粉底/粗体/下划线识别，在图中多为橙/红色；OC 常为蓝色虚线或绿色/蓝色 bar，DDPM/CBDM/OC/CM bar 色在 Figure 2/4 复用但非完全统一。自然图像页没有方法色语义，必须依赖行/块标签。
iclr-2026-2f4f189e96a1,ICLR,oral,"Figure 1 establishes the video-only 3D-VL interface; Figure 2/3 explain shared geometry–semantic architecture and two-stage training; Tables 1–5 quantify three VL tasks, joint quality and time; Table 6/Figure 5 isolate modules and convergence; Figures 4/6/7 provide success and failure-boundary cases; Tables 7–9 decompose reconstruction into pose, depth and point cloud.","正文 Figure 1–5 captions use a short bold-style title followed by setup/mechanism or comparison; Figure 7 is the most self-contained failure caption, while Figure 6 is only “Qualitative Results.” Table captions use Evaluation/Comparison/Ablation titles, but abbreviation, missing-value and uncertainty definitions vary.","Main and appendix result tables use dataset/task spanners over metric subcolumns with ↑/↓ directions. Table 5 adds reconstruction, three VL tasks and seconds/scene; Table 6 separates VL and reconstruction; Table 9 exposes GT cameras as an input-condition column.","CTA, Bridge Tokens, Metric Bins and two-stage training introduced in Figures 2/3 are recovered by Table 5 joint-task comparison, Table 6 component/token/MD rows and Figure 5 loss curves; Figures 4/6/7 connect grounding metrics to qualitative success and geometric failure causes.","Main Figure 4 and Tables 3–5 are extended by Appendix Figure 6/7 and Tables 7–9; A.2 turns the reconstruction branch into camera pose, depth and point-cloud evidence. A.3 has no visual object.","PDF caption/table baseline is Nimbus Roman No9 L plus Computer Modern math, but embedded visual assets expose Calibri/Segoe/CambriaMath and Figure 5 exposes Helvetica/DejaVuSans; sizes shrink substantially inside dense diagrams and tables.","Light blue/green/orange module roles recur in Figures 2/3/6, while red/green/blue boxes recur in Figures 1/4/6/7. Figure 7 defines box colors locally, but Figure 4/6 do not; Figure 5 uses an independent four-color curve palette and tables are monochrome."
